seq,timestamp_ns,user_id,item_id,category_id,behavior_code,label,label_valid,is_burst_period
2483,24890229931,95,924,50,2,0,1,0
2484,24897753313,63,923,15,0,0,1,0
2485,24910193873,62,167,12,0,0,1,0
2486,24918605218,51,590,75,3,1,1,0
2487,24928618832,60,545,69,0,0,1,0
2488,24936568899,16,968,58,0,0,1,0
2489,24945766051,68,268,26,0,0,1,0
2490,24955106019,69,349,98,0,0,1,0
2491,24964547061,22,475,86,0,0,1,0
2492,24972308222,67,730,56,0,0,1,0
2493,24983665691,97,262,70,0,0,1,0
2494,24991565460,49,757,18,0,0,1,0
2495,25003529181,8,748,49,0,0,1,0
2496,25014376134,79,832,95,0,0,1,0
2497,25026182327,29,705,47,0,0,1,0
2498,25036874160,43,468,93,0,0,1,0
2499,25049146033,91,263,9,3,1,1,0
2500,25059030366,47,167,14,0,0,1,0
2501,25067505053,80,869,22,0,0,1,0
2502,25079164127,61,806,14,0,0,1,0
2503,25087338394,52,591,15,2,0,1,0
2504,25099656454,69,619,46,0,0,1,0
2505,25109769910,8,474,28,2,0,1,0
2506,25120956117,36,663,70,0,0,1,0
2507,25129289347,33,254,96,1,0,1,0
2508,25141494210,12,940,98,0,0,1,0
2509,25149109274,64,972,4,0,0,1,0
2510,25160176398,59,663,17,0,0,1,0
2511,25171938949,20,359,84,0,0,1,0
2512,25182542749,88,250,22,0,0,1,0
2513,25191046388,21,581,27,0,0,1,0
2514,25202275434,94,837,79,0,0,1,0
2515,25213427382,1,576,69,3,1,1,0
2516,25222767602,68,267,46,0,0,1,0
2517,25233884268,66,815,87,0,0,1,0
2518,25242520531,61,566,46,0,0,1,0
2519,25251649168,1,368,38,0,0,1,0
2520,25260966933,44,204,10,3,1,1,0
2521,25271990252,9,566,19,0,0,1,0
2522,25279650128,80,699,22,0,0,1,0
2523,25290560459,45,96,42,0,0,1,0
2524,25299474906,25,284,26,0,0,1,0
2525,25310090115,17,761,68,3,1,1,0
2526,25318111432,73,898,94,0,0,1,0
2527,25329878564,61,769,65,0,0,1,0
2528,25337465133,41,787,96,0,0,1,0
2529,25349843287,67,636,41,0,0,1,0
2530,25358565080,46,200,69,0,0,1,0
2531,25367010504,17,699,98,3,1,1,0
2532,25375881746,92,327,64,0,0,1,0
2533,25387418335,52,900,23,0,0,1,0
2534,25398057167,27,228,19,1,0,1,0
2535,25407573309,2,306,47,0,0,1,0
2536,25419044895,7,192,72,0,0,1,0
2537,25428093391,30,951,33,0,0,1,0
2538,25436982459,8,580,40,1,0,1,0
2539,25448988830,76,739,62,3,1,1,0
2540,25458685686,51,637,5,2,0,1,0
2541,25469033747,26,435,47,2,0,1,0
2542,25481232444,66,350,14,0,0,1,0
2543,25489633555,70,623,77,0,0,1,0
2544,25501942628,2,578,85,0,0,1,0
2545,25512511880,18,521,32,0,0,1,0
2546,25522236954,12,287,74,0,0,1,0
2547,25533471295,23,167,53,0,0,1,0
2548,25544699199,43,716,55,0,0,1,0
2549,25553348906,35,10,69,2,0,1,0
2550,25564632844,11,2,83,0,0,1,0
2551,25576364718,27,937,87,0,0,1,0
2552,25587820312,39,863,26,0,0,1,0
2553,25600203625,20,12,85,0,0,1,0
2554,25609800164,34,404,17,0,0,1,0
2555,25621794609,30,548,20,0,0,1,0
2556,25632398988,13,278,94,0,0,1,0
2557,25644405726,28,89,83,1,0,1,0
2558,25655572005,37,485,86,0,0,1,0
2559,25666150926,92,462,79,0,0,1,0
2560,25674328477,16,644,68,0,0,1,0
2561,25685561006,63,921,71,0,0,1,0
2562,25694334877,68,438,77,1,0,1,0
2563,25702440620,55,247,16,0,0,1,0
2564,25709944040,35,483,37,0,0,1,0
2565,25720084945,61,232,35,0,0,1,0
2566,25729991912,28,553,99,0,0,1,0
2567,25740157660,12,463,78,0,0,1,0
2568,25748755713,56,741,66,0,0,1,0
2569,25760520577,47,547,32,0,0,1,0
2570,25771505211,30,583,61,0,0,1,0
2571,25781889323,95,262,67,1,0,1,0
2572,25790755851,36,920,41,0,0,1,0
2573,25801823701,51,951,62,0,0,1,0
2574,25810943585,80,538,51,3,1,1,0
2575,25821990992,17,833,4,0,0,1,0
2576,25829975461,81,592,79,0,0,1,0
2577,25839690678,69,653,37,2,0,1,0
2578,25847874821,78,416,42,0,0,1,0
2579,25856772457,90,220,95,1,0,1,0
2580,25864504778,59,69,42,3,1,1,0
2581,25872107681,3,130,89,0,0,1,0
2582,25881537508,47,991,0,3,1,1,0
2583,25892543827,56,50,74,0,0,1,0
2584,25902119731,89,857,27,0,0,1,0
2585,25911951230,52,661,7,1,0,1,0
2586,25920277508,48,722,24,0,0,1,0
2587,25932226847,37,466,49,1,0,1,0
2588,25941174686,65,105,95,2,0,1,0
2589,25950251813,91,41,76,1,0,1,0
2590,25960305950,75,907,42,0,0,1,0
2591,25968146666,50,867,62,0,0,1,0
2592,25976160338,48,502,38,0,0,1,0
2593,25984364920,64,518,71,0,0,1,0
2594,25993221662,79,212,52,0,0,1,0
2595,26002514264,94,247,85,0,0,1,0
2596,26010574907,26,87,22,0,0,1,0
2597,26020945949,47,602,2,0,0,1,0
2598,26033250694,27,432,85,0,0,1,0
2599,26044733884,93,229,75,0,0,1,0
2600,26052368908,88,560,6,1,0,1,0
2601,26063168504,28,2,1,2,0,1,0
2602,26071274333,15,812,70,0,0,1,0
2603,26082459166,4,894,31,0,0,1,0
2604,26094436118,48,980,59,3,1,1,0
2605,26102422501,58,825,19,0,0,1,0
2606,26113506944,33,998,42,0,0,1,0
2607,26123659824,56,367,44,0,0,1,0
2608,26133585419,85,373,53,1,0,1,0
2609,26145581808,47,929,62,0,0,1,0
2610,26155680732,77,302,43,0,0,1,0
2611,26167168368,31,525,51,1,0,1,0
2612,26176661087,35,90,59,2,0,1,0
2613,26188345181,59,20,90,0,0,1,0
2614,26196299558,80,473,20,3,1,1,0
2615,26206754121,35,857,3,1,0,1,0
2616,26218005333,8,3,68,1,0,1,0
2617,26227583001,22,583,47,0,0,1,0
2618,26236046814,61,106,79,0,0,1,0
2619,26246297542,4,337,44,3,1,1,0
2620,26253970049,46,265,72,0,0,1,0
2621,26265333014,76,342,80,1,0,1,0
2622,26273018653,70,867,19,0,0,1,0
2623,26283034615,87,765,68,1,0,1,0
2624,26294578685,48,117,20,0,0,1,0
2625,26302953932,39,877,11,0,0,1,0
2626,26313826257,80,910,6,0,0,1,0
2627,26326061846,77,962,43,0,0,1,0
2628,26333713479,30,894,80,3,1,1,0
2629,26344567674,80,521,28,0,0,1,0
2630,26354862671,47,445,12,0,0,1,0
2631,26363250414,43,90,52,3,1,1,0
2632,26371605657,89,555,27,0,0,1,0
2633,26383016090,1,982,57,3,1,1,0
2634,26394635676,51,74,47,0,0,1,0
2635,26405490889,32,766,8,0,0,1,0
2636,26414049160,47,454,91,0,0,1,0
2637,26426374435,43,190,4,0,0,1,0
2638,26437016910,86,807,18,0,0,1,0
2639,26444752904,46,145,49,1,0,1,0
2640,26454063852,29,92,96,3,1,1,0
2641,26466445693,41,340,57,0,0,1,0
2642,26474587725,78,158,11,2,0,1,0
2643,26486041991,20,747,89,0,0,1,0
2644,26493894926,32,192,58,0,0,1,0
2645,26504968184,14,54,1,0,0,1,0
2646,26516219597,64,661,17,0,0,1,0
2647,26524031926,46,738,57,1,0,1,0
2648,26534697243,61,834,40,0,0,1,0
2649,26544041996,42,825,59,0,0,1,0
2650,26552200193,87,407,39,0,0,1,0
2651,26559920614,73,367,17,0,0,1,0
2652,26571511196,80,365,29,1,0,1,0
2653,26579288328,20,75,8,0,0,1,0
2654,26591182180,67,629,33,1,0,1,0
2655,26603492807,60,562,51,0,0,1,0
2656,26613115927,38,44,87,1,0,1,0
2657,26621759927,27,929,80,0,0,1,0
2658,26634029488,61,632,23,0,0,1,0
2659,26642464514,38,687,12,0,0,1,0
2660,26650960628,2,909,47,0,0,1,0
2661,26660114711,85,172,18,0,0,1,0
2662,26668713413,63,65,74,0,0,1,0
2663,26676334697,44,258,37,0,0,1,0
2664,26685217008,76,177,34,0,0,1,0
2665,26692878694,23,773,65,0,0,1,0
2666,26704462440,20,368,28,0,0,1,0
2667,26714993388,6,790,96,0,0,1,0
2668,26722785915,7,521,78,3,1,1,0
2669,26731394646,23,294,66,0,0,1,0
2670,26743607935,65,35,2,0,0,1,0
2671,26753096748,87,425,44,0,0,1,0
2672,26765554759,43,469,92,0,0,1,0
2673,26776528147,82,594,76,0,0,1,0
2674,26784686708,25,686,29,0,0,1,0
2675,26795600261,26,606,22,0,0,1,0
2676,26805356637,12,909,19,0,0,1,0
2677,26814440718,12,223,77,3,1,1,0
2678,26823728862,46,546,13,0,0,1,0
2679,26834869487,66,333,84,0,0,1,0
2680,26844400630,25,451,35,0,0,1,0
2681,26853793853,50,494,32,0,0,1,0
2682,26864694608,6,375,10,0,0,1,0
2683,26875347589,26,463,45,0,0,1,0
2684,26886585198,75,663,60,0,0,1,0
2685,26895447815,17,908,49,0,0,1,0
2686,26904564234,5,326,99,0,0,1,0
2687,26914459895,24,748,28,1,0,1,0
2688,26925687198,73,621,68,1,0,1,0
2689,26937743511,87,773,15,0,0,1,0
2690,26948267457,59,2,62,0,0,1,0
2691,26956459558,63,274,17,1,0,1,0
2692,26967299306,79,328,2,0,0,1,0
2693,26976647829,71,171,94,0,0,1,0
2694,26986135710,88,831,53,2,0,1,0
2695,26997420106,77,872,70,0,0,1,0
2696,27009270957,75,641,98,0,0,1,0
2697,27020614898,43,203,82,0,0,1,0
2698,27028708065,73,8,52,0,0,1,0
2699,27041197385,72,651,40,0,0,1,0
2700,27049487408,14,694,95,2,0,1,0
2701,27060149874,5,583,33,1,0,1,0
2702,27071374308,56,326,30,0,0,1,0
2703,27083249962,81,635,99,0,0,1,0
2704,27091757970,80,825,19,3,1,1,0
2705,27102107866,91,419,26,0,0,1,0
2706,27111671498,71,648,83,0,0,1,0
2707,27123504585,44,556,8,0,0,1,0
2708,27132906148,29,760,4,1,0,1,0
2709,27142973636,62,845,72,0,0,1,0
2710,27150604145,93,216,67,3,1,1,0
2711,27160353863,24,646,12,1,0,1,0
2712,27168491956,67,721,71,0,0,1,0
2713,27176317693,95,164,86,1,0,1,0
2714,27188665056,70,873,99,0,0,1,0
2715,27199526717,78,245,15,0,0,1,0
2716,27211728430,18,441,43,3,1,1,0
2717,27220972175,15,55,78,0,0,1,0
2718,27230218372,27,884,99,0,0,1,0
2719,27241209690,12,85,63,2,0,1,0
2720,27249314952,31,697,45,3,1,1,0
2721,27260750758,51,75,59,2,0,1,0
2722,27271447534,64,639,54,2,0,1,0
2723,27279970339,56,665,11,0,0,1,0
2724,27289050961,70,421,20,2,0,1,0
2725,27296691887,13,876,69,0,0,1,0
2726,27308999031,32,36,13,0,0,1,0
2727,27319254947,36,396,39,0,0,1,0
2728,27330535842,91,981,65,0,0,1,0
2729,27339779421,76,953,74,0,0,1,0
2730,27348807386,32,464,33,1,0,1,0
2731,27357241057,85,690,79,3,1,1,0
2732,27369681716,12,934,62,2,0,1,0
2733,27378260048,47,395,77,0,0,1,0
2734,27386434123,55,465,79,2,0,1,0
2735,27398073060,51,732,8,0,0,1,0
2736,27408065552,25,508,35,2,0,1,0
2737,27417072162,8,587,56,0,0,1,0
2738,27425068346,31,309,15,0,0,1,0
2739,27432663633,61,790,16,0,0,1,0
2740,27444205315,79,669,57,0,0,1,0
2741,27454158926,97,272,14,0,0,1,0
2742,27464945922,47,112,39,0,0,1,0
2743,27475283611,96,858,98,0,0,1,0
2744,27487133098,15,926,35,0,0,1,0
2745,27498437385,32,721,22,0,0,1,0
2746,27506526214,59,472,44,0,0,1,0
2747,27518688822,79,907,92,2,0,1,0
2748,27529525282,31,915,78,0,0,1,0
2749,27538162615,55,33,27,0,0,1,0
2750,27548711173,49,93,25,0,0,1,0
2751,27557414222,50,603,83,0,0,1,0
2752,27568545770,74,918,36,1,0,1,0
2753,27576885942,40,337,48,0,0,1,0
2754,27589328855,26,791,37,0,0,1,0
2755,27599672995,27,881,65,0,0,1,0
2756,27610845684,60,74,73,0,0,1,0
2757,27622001378,42,230,36,2,0,1,0
2758,27633667044,70,161,85,0,0,1,0
2759,27642842247,30,791,83,0,0,1,0
2760,27650523383,38,146,47,0,0,1,0
2761,27659831236,34,558,63,0,0,1,0
2762,27671257601,45,656,41,0,0,1,0
2763,27683220977,28,976,13,3,1,1,0
2764,27695031477,23,188,38,1,0,1,0
2765,27703428358,54,36,13,1,0,1,0
2766,27712932484,26,493,72,0,0,1,0
2767,27722078073,80,131,80,0,0,1,0
2768,27733509114,71,266,30,0,0,1,0
2769,27742923575,10,393,25,0,0,1,0
2770,27755152414,90,443,71,0,0,1,0
2771,27763168870,33,908,86,0,0,1,0
2772,27772211419,75,991,26,0,0,1,0
2773,27782293690,63,992,25,0,0,1,0
2774,27792571358,91,608,83,0,0,1,0
2775,27800417658,29,80,64,2,0,1,0
2776,27808411064,66,327,42,0,0,1,0
2777,27818486292,58,418,38,0,0,1,0
2778,27826692460,91,847,76,0,0,1,0
2779,27838171522,83,740,19,0,0,1,0
2780,27847210190,23,637,53,0,0,1,0
2781,27856194822,33,657,54,3,1,1,0
2782,27868357365,52,725,83,0,0,1,0
2783,27876043211,12,146,44,1,0,1,0
2784,27887023280,36,13,3,0,0,1,0
2785,27895452721,85,794,6,0,0,1,0
2786,27905619474,2,233,79,0,0,1,0
2787,27914160905,24,270,94,0,0,1,0
2788,27925338169,13,273,19,0,0,1,0
2789,27935301184,61,38,51,0,0,1,0
2790,27943070778,31,877,51,0,0,1,0
2791,27951056938,96,496,48,0,0,1,0
2792,27960145259,99,327,12,0,0,1,0
2793,27968004830,22,341,51,0,0,1,0
2794,27977650911,22,800,45,0,0,1,0
2795,27988598733,80,890,77,0,0,1,0
2796,28000273598,65,767,69,0,0,1,0
2797,28009388869,58,475,26,0,0,1,0
2798,28017067851,1,981,55,0,0,1,0
2799,28029206008,12,55,27,0,0,1,0
2800,28037305231,63,424,99,3,1,1,0
2801,28048235890,40,440,29,0,0,1,0
2802,28058986505,87,670,87,0,0,1,0
2803,28068861598,6,135,54,0,0,1,0
2804,28079981201,68,589,31,0,0,1,0
2805,28089757833,59,307,67,2,0,1,0
2806,28101233053,20,805,47,2,0,1,0
2807,28113198161,51,911,15,0,0,1,0
2808,28121926547,34,819,92,3,1,1,0
2809,28133899938,81,789,48,0,0,1,0
2810,28142109379,51,575,7,0,0,1,0
2811,28153596779,85,456,76,0,0,1,0
2812,28165370877,69,436,14,0,0,1,0
2813,28175333159,49,103,37,0,0,1,0
2814,28186120182,39,38,73,0,0,1,0
2815,28198148348,16,963,34,0,0,1,0
2816,28208390714,50,984,12,0,0,1,0
2817,28217987930,17,227,7,0,0,1,0
2818,28228226286,47,500,84,0,0,1,0
2819,28236899576,26,98,50,0,0,1,0
2820,28245450783,68,138,79,3,1,1,0
2821,28257828516,87,302,71,0,0,1,0
2822,28265776080,6,61,86,0,0,1,0
2823,28275867540,28,851,32,0,0,1,0
2824,28285457654,28,356,92,0,0,1,0
2825,28293434698,44,796,1,2,0,1,0
2826,28301081237,49,275,51,0,0,1,0
2827,28313462415,84,174,98,0,0,1,0
2828,28323718656,5,631,64,3,1,1,0
2829,28332388681,24,924,94,0,0,1,0
2830,28344520494,43,920,30,0,0,1,0
2831,28352950194,8,154,12,0,0,1,0
2832,28361221862,40,992,23,0,0,1,0
2833,28369814990,43,385,55,0,0,1,0
2834,28378763640,29,758,80,0,0,1,0
2835,28389732967,99,992,44,0,0,1,0
2836,28399582170,64,354,62,3,1,1,0
2837,28407790199,89,605,91,0,0,1,0
2838,28418495259,90,441,4,0,0,1,0
2839,28427214293,26,627,48,0,0,1,0
2840,28437868560,20,239,57,0,0,1,0
2841,28448721161,78,979,24,0,0,1,0
2842,28457631536,76,836,5,3,1,1,0
2843,28469913925,22,598,10,3,1,1,0
2844,28478230385,30,779,65,0,0,1,0
2845,28490269812,52,400,27,3,1,1,0
2846,28498640482,91,735,10,0,0,1,0
2847,28509566047,23,453,65,0,0,1,0
2848,28518946461,60,510,12,1,0,1,0
2849,28529331662,89,8,84,0,0,1,0
2850,28538067045,47,551,23,0,0,1,0
2851,28546678329,97,254,32,0,0,1,0
2852,28556511590,22,335,48,0,0,1,0
2853,28564034463,59,192,31,0,0,1,0
2854,28575957264,78,477,59,0,0,1,0
2855,28586174833,12,850,24,0,0,1,0
2856,28597372068,49,342,29,3,1,1,0
2857,28606560188,29,163,63,0,0,1,0
2858,28616582377,97,345,71,2,0,1,0
2859,28624558392,13,67,64,0,0,1,0
2860,28635485887,54,408,24,0,0,1,0
2861,28644772628,2,793,39,0,0,1,0
2862,28656716907,37,914,34,0,0,1,0
2863,28667693780,32,440,27,0,0,1,0
2864,28678836783,77,916,91,0,0,1,0
2865,28687866234,96,898,42,0,0,1,0
2866,28696617755,46,156,3,0,0,1,0
2867,28707538684,25,656,34,1,0,1,0
2868,28718285508,9,682,20,0,0,1,0
2869,28726402808,14,852,84,0,0,1,0
2870,28738398398,59,200,17,0,0,1,0
2871,28747724177,20,225,73,0,0,1,0
2872,28758173448,50,223,96,0,0,1,0
2873,28768463327,37,954,33,0,0,1,0
2874,28779166996,74,42,81,0,0,1,0
2875,28789882530,39,998,19,0,0,1,0
2876,28798837445,76,279,99,0,0,1,0
2877,28807204926,35,22,78,0,0,1,0
2878,28818832195,35,930,99,0,0,1,0
2879,28828934216,73,732,58,0,0,1,0
2880,28838180875,42,122,44,2,0,1,0
2881,28850140770,79,919,58,0,0,1,0
2882,28860552936,38,700,15,0,0,1,0
2883,28868913449,58,311,7,2,0,1,0
2884,28877472737,93,631,45,1,0,1,0
2885,28889363478,40,145,11,0,0,1,0
2886,28899256910,86,265,93,0,0,1,0
2887,28908138083,73,412,40,0,0,1,0
2888,28915786471,8,141,72,0,0,1,0
2889,28926388425,71,438,32,3,1,1,0
2890,28936466122,95,973,49,1,0,1,0
2891,28948279394,46,338,50,2,0,1,0
2892,28958224055,53,155,18,0,0,1,0
2893,28967154319,26,146,96,3,1,1,0
2894,28977384293,50,682,68,0,0,1,0
2895,28985805756,93,185,7,0,0,1,0
2896,28995032232,41,665,17,2,0,1,0
2897,29007241307,41,655,2,0,0,1,0
2898,29019381660,90,684,21,0,0,1,0
2899,29027502316,22,835,53,0,0,1,0
2900,29039006484,56,727,84,0,0,1,0
2901,29049905202,54,183,54,0,0,1,0
2902,29060865872,24,428,72,0,0,1,0
2903,29068502644,78,951,8,0,0,1,0
2904,29079689837,69,27,39,1,0,1,0
2905,29089391986,14,195,74,0,0,1,0
2906,29099356195,84,98,2,0,0,1,0
2907,29108444448,61,724,37,0,0,1,0
2908,29120899695,84,741,59,0,0,1,0
2909,29130438977,20,145,56,0,0,1,0
2910,29142589612,36,202,83,2,0,1,0
2911,29152593546,72,958,20,3,1,1,0
2912,29161494716,22,492,54,0,0,1,0
2913,29173603190,18,422,99,0,0,1,0
2914,29185591299,75,801,32,0,0,1,0
2915,29195395988,91,147,39,0,0,1,0
2916,29205332889,98,981,44,0,0,1,0
2917,29215793665,40,702,78,1,0,1,0
2918,29225249264,76,543,65,3,1,1,0
2919,29235264817,89,135,99,2,0,1,0
2920,29242941499,20,631,91,0,0,1,0
2921,29250537952,45,83,30,2,0,1,0
2922,29258446401,32,912,51,0,0,1,0
2923,29269768780,44,464,37,0,0,1,0
2924,29280940562,98,477,5,2,0,1,0
2925,29292480660,67,697,56,0,0,1,0
2926,29304144686,72,725,91,2,0,1,0
2927,29311919687,29,547,71,0,0,1,0
2928,29324349092,44,704,76,0,0,1,0
2929,29334932965,49,42,94,0,0,1,0
2930,29343194619,77,412,46,0,0,1,0
2931,29354088035,62,612,36,0,0,1,0
2932,29366223030,91,831,17,0,0,1,0
2933,29376453091,88,166,89,0,0,1,0
2934,29385409942,7,270,6,0,0,1,0
2935,29396737515,16,575,11,2,0,1,0
2936,29404682361,81,767,78,0,0,1,0
2937,29415387352,15,243,91,0,0,1,0
2938,29426372192,53,419,46,1,0,1,0
2939,29436794176,42,711,56,0,0,1,0
2940,29444303157,15,552,75,0,0,1,0
2941,29456703926,18,166,73,0,0,1,0
2942,29465943812,6,691,59,0,0,1,0
2943,29476887549,51,380,89,0,0,1,0
2944,29487634346,89,769,76,1,0,1,0
2945,29500071297,26,117,8,0,0,1,0
2946,29510510416,85,584,26,0,0,1,0
2947,29518405878,87,554,6,0,0,1,0
2948,29529691689,91,299,38,2,0,1,0
2949,29539264240,39,341,80,0,0,1,0
2950,29550604864,85,428,17,0,0,1,0
2951,29561552661,87,827,1,0,0,1,0
2952,29571454244,65,614,55,0,0,1,0
2953,29580741946,11,411,88,0,0,1,0
2954,29592449948,3,768,16,0,0,1,0
2955,29603144462,70,870,33,0,0,1,0
2956,29614709205,98,430,90,0,0,1,0
2957,29623882988,49,589,13,2,0,1,0
2958,29632917839,77,750,78,3,1,1,0
2959,29644508456,31,192,60,3,1,1,0
2960,29653720194,19,215,33,2,0,1,0
2961,29664044937,60,192,32,0,0,1,0
2962,29674993133,67,865,22,0,0,1,0
2963,29687215237,42,946,12,1,0,1,0
2964,29695319383,23,528,36,0,0,1,0
2965,29704844704,12,863,7,0,0,1,0
2966,29716120389,55,299,59,0,0,1,0
2967,29726466042,40,41,73,0,0,1,0
2968,29736199274,73,797,25,1,0,1,0
2969,29746218844,52,564,84,0,0,1,0
2970,29757770000,16,948,63,0,0,1,0
2971,29768499051,44,966,80,0,0,1,0
2972,29780481936,64,153,1,0,0,1,0
2973,29792481765,58,900,36,3,1,1,0
2974,29804462114,30,687,5,0,0,1,0
2975,29815702033,14,531,76,0,0,1,0
2976,29823458127,43,929,63,0,0,1,0
2977,29835507544,28,505,45,3,1,1,0
2978,29845963725,72,156,62,0,0,1,0
2979,29857648625,72,679,74,0,0,1,0
2980,29869584401,0,121,61,0,0,1,0
2981,29878211206,53,985,52,0,0,1,0
2982,29889736687,69,494,38,0,0,1,0
2983,29897971230,97,421,66,0,0,1,0
2984,29909458568,65,505,24,1,0,1,0
2985,29919978252,34,981,54,0,0,1,0
2986,29932149464,74,116,71,0,0,1,0
2987,29941926345,63,306,67,0,0,1,0
2988,29950266616,19,153,24,0,0,1,0
2989,29960582916,67,552,37,0,0,1,0
2990,29970355576,18,398,2,0,0,1,0
2991,29981428229,36,527,13,0,0,1,0
2992,29991025081,8,526,51,0,0,1,0
2993,30001381145,71,863,68,2,0,1,0
2994,30010687274,93,753,1,0,0,1,0
2995,30022350395,46,188,40,0,0,1,0
2996,30032523778,13,260,63,0,0,1,0
2997,30044432133,28,78,18,0,0,1,0
2998,30055295152,63,984,55,0,0,1,0
2999,30064347022,16,209,17,0,0,1,0
3000,30065338229,44,79,49,0,0,1,1
3001,30066356003,57,976,6,1,0,1,1
3002,30067469079,75,852,2,1,0,1,1
3003,30068531881,82,965,13,2,0,1,1
3004,30069493866,3,604,98,0,0,1,1
3005,30070277805,51,471,98,0,0,1,1
3006,30071299284,43,835,96,1,0,1,1
3007,30072315005,65,188,29,1,0,1,1
3008,30073368354,97,855,47,2,0,1,1
3009,30074595867,32,511,81,0,0,1,1
3010,30075636573,18,727,78,3,1,1,1
3011,30076622272,40,627,3,0,0,1,1
3012,30077602267,3,854,60,0,0,1,1
3013,30078405015,74,653,59,0,0,1,1
3014,30079183684,71,465,43,0,0,1,1
3015,30080230383,81,49,43,0,0,1,1
3016,30081108896,13,669,29,0,0,1,1
3017,30082124095,81,332,19,0,0,1,1
3018,30083360005,48,105,96,0,0,1,1
3019,30084529265,98,467,54,2,0,1,1
3020,30085567136,66,31,92,0,0,1,1
3021,30086773035,6,751,35,0,0,1,1
3022,30087538703,31,365,8,0,0,1,1
3023,30088418057,74,688,1,3,1,1,1
3024,30089534131,66,418,14,2,0,1,1
3025,30090532896,74,411,95,0,0,1,1
3026,30091417960,24,330,82,0,0,1,1
3027,30092409308,91,969,41,3,1,1,1
3028,30093651357,33,844,4,2,0,1,1
3029,30094448023,19,573,93,2,0,1,1
3030,30095220548,95,677,54,0,0,1,1
3031,30096367594,27,848,21,0,0,1,1
3032,30097228145,42,419,95,0,0,1,1
3033,30098238574,51,953,35,0,0,1,1
3034,30099351858,69,831,75,1,0,1,1
3035,30100399936,60,295,55,0,0,1,1
3036,30101471657,3,408,68,0,0,1,1
3037,30102302387,69,7,8,0,0,1,1
3038,30103264971,14,774,95,0,0,1,1
3039,30104223625,71,676,82,3,1,1,1
3040,30105281035,38,312,91,0,0,1,1
3041,30106410553,80,190,30,0,0,1,1
3042,30107207251,74,86,66,3,1,1,1
3043,30108172443,61,618,19,0,0,1,1
3044,30109125372,57,888,78,0,0,1,1
3045,30110282153,9,499,28,2,0,1,1
3046,30111271781,95,558,22,2,0,1,1
3047,30112356248,49,371,66,0,0,1,1
3048,30113323147,84,192,78,0,0,1,1
3049,30114212033,56,146,43,0,0,1,1
3050,30115165507,62,620,25,0,0,1,1
3051,30116145215,43,219,13,0,0,1,1
3052,30116909722,85,467,90,0,0,1,1
3053,30118018685,37,511,62,0,0,1,1
3054,30119148238,60,806,40,1,0,1,1
3055,30120211916,36,159,7,0,0,1,1
3056,30121307480,96,351,32,0,0,1,1
3057,30122247814,4,841,35,2,0,1,1
3058,30123210810,96,33,23,3,1,1,1
3059,30124426170,16,347,21,1,0,1,1
3060,30125261915,14,497,24,0,0,1,1
3061,30126061936,52,449,90,0,0,1,1
3062,30127032523,31,82,65,0,0,1,1
3063,30127969417,89,403,33,0,0,1,1
3064,30128775423,35,669,76,0,0,1,1
3065,30129676369,90,908,78,0,0,1,1
3066,30130536941,45,982,35,0,0,1,1
3067,30131599160,2,22,6,0,0,1,1
3068,30132497429,75,654,66,0,0,1,1
3069,30133738424,14,621,7,0,0,1,1
3070,30134812582,68,67,77,1,0,1,1
3071,30135653211,15,118,56,2,0,1,1
3072,30136712665,30,668,66,1,0,1,1
3073,30137693906,74,369,96,0,0,1,1
3074,30138502155,47,288,99,0,0,1,1
3075,30139483507,66,299,12,0,0,1,1
3076,30140316418,23,108,99,3,1,1,1
3077,30141466084,20,532,59,0,0,1,1
3078,30142427409,50,244,5,0,0,1,1
3079,30143462778,72,589,5,0,0,1,1
3080,30144485729,64,330,2,1,0,1,1
3081,30145612566,41,190,19,0,0,1,1
3082,30146710180,20,89,55,0,0,1,1
3083,30147652429,95,837,22,3,1,1,1
3084,30148404604,91,77,36,0,0,1,1
3085,30149343565,54,104,43,0,0,1,1
3086,30150266213,21,148,15,1,0,1,1
3087,30151331651,19,625,18,1,0,1,1
3088,30152155831,47,394,78,0,0,1,1
3089,30153010986,28,675,47,0,0,1,1
3090,30154111877,86,962,95,0,0,1,1
3091,30154952074,73,653,62,0,0,1,1
3092,30156143529,80,462,57,0,0,1,1
3093,30157279759,14,502,75,0,0,1,1
3094,30158438632,9,243,94,0,0,1,1
3095,30159357460,10,200,77,3,1,1,1
3096,30160220583,18,436,89,0,0,1,1
3097,30161251369,7,366,47,0,0,1,1
3098,30162147855,29,712,61,3,1,1,1
3099,30162898758,47,384,91,0,0,1,1
3100,30163684330,69,202,4,0,0,1,1
3101,30164881579,49,339,27,0,0,1,1
3102,30165786715,76,85,81,2,0,1,1
3103,30167015632,45,602,55,0,0,1,1
3104,30167835675,88,527,53,0,0,1,1
3105,30169029404,52,673,52,0,0,1,1
3106,30170148966,63,112,16,2,0,1,1
3107,30171317693,47,381,94,0,0,1,1
3108,30172395678,2,377,89,0,0,1,1
3109,30173338901,86,54,57,3,1,1,1
3110,30174560554,44,796,22,2,0,1,1
3111,30175630218,31,448,28,1,0,1,1
3112,30176761452,58,750,94,0,0,1,1
3113,30177771163,10,482,5,0,0,1,1
3114,30178739923,66,539,82,0,0,1,1
3115,30179965311,91,37,42,0,0,1,1
3116,30180995932,20,453,37,0,0,1,1
