seq,timestamp_ns,user_id,item_id,category_id,behavior_code,amount,label,label_valid,is_burst_period
73014,1493651740000000000,0,0,0,0,31.31,0,1,0
73015,1493651740000000000,0,0,0,0,17.0,0,1,0
73016,1493651740000000000,0,0,0,0,858.7,0,1,0
73017,1493651741000000000,0,0,0,0,539.33,0,1,0
73018,1493651741000000000,0,0,0,0,52.0,0,1,0
73019,1493651741000000000,0,0,0,0,7.8,0,1,0
73020,1493651742000000000,0,0,0,0,808.13,0,1,0
73021,1493651742000000000,0,0,0,0,144.0,0,1,0
73022,1493651742000000000,0,0,0,0,77.5,0,1,0
73023,1493651743000000000,0,0,0,0,1.29,0,1,0
73024,1493651743000000000,0,0,0,0,89.96,0,1,0
73025,1493651744000000000,0,0,0,0,0.76,0,1,0
73026,1493651744000000000,0,0,0,0,3.78,0,1,0
73027,1493651744000000000,0,0,0,0,40.78,0,1,0
73028,1493651744000000000,0,0,0,0,3.09,0,1,0
73029,1493651744000000000,0,0,0,0,63.5,0,1,0
73030,1493651745000000000,0,0,0,0,119.21,0,1,0
73031,1493651745000000000,0,0,0,0,3.95,0,1,0
73032,1493651746000000000,0,0,0,0,3.87,0,1,0
73033,1493651746000000000,0,0,0,0,0.76,0,1,0
73034,1493651746000000000,0,0,0,0,413.58,0,1,0
73035,1493651746000000000,0,0,0,0,5.44,0,1,0
73036,1493651747000000000,0,0,0,0,80.0,0,1,0
73037,1493651747000000000,0,0,0,0,15.0,0,1,0
73038,1493651747000000000,0,0,0,0,500.0,0,1,0
73039,1493651748000000000,0,0,0,0,913.64,0,1,0
73040,1493651749000000000,0,0,0,0,711.5,0,1,0
73041,1493651749000000000,0,0,0,0,483.5,0,1,0
73042,1493651750000000000,0,0,0,0,29.99,0,1,0
73043,1493651750000000000,0,0,0,0,32.98,0,1,0
73044,1493651751000000000,0,0,0,0,1.0,0,1,0
73045,1493651751000000000,0,0,0,0,74.7,0,1,0
73046,1493651752000000000,0,0,0,0,81.0,0,1,0
73047,1493651752000000000,0,0,0,0,3.0,0,1,0
73048,1493651752000000000,0,0,0,0,10.73,0,1,0
73049,1493651753000000000,0,0,0,0,14.0,0,1,0
73050,1493651753000000000,0,0,0,0,18.91,0,1,0
73051,1493651753000000000,0,0,0,0,0.99,0,1,0
73052,1493651754000000000,0,0,0,0,23.0,0,1,0
73053,1493651754000000000,0,0,0,0,257.4,0,1,0
73054,1493651754000000000,0,0,0,0,2.99,0,1,0
73055,1493651754000000000,0,0,0,0,34.0,0,1,0
73056,1493651754000000000,0,0,0,0,9.99,0,1,0
73057,1493651755000000000,0,0,0,0,180.3,0,1,0
73058,1493651756000000000,0,0,0,0,651.1,0,1,0
73059,1493651756000000000,0,0,0,0,26.64,0,1,0
73060,1493651756000000000,0,0,0,0,16.98,0,1,0
73061,1493651756000000000,0,0,0,0,4.53,0,1,0
73062,1493651758000000000,0,0,0,0,11.5,0,1,0
73063,1493651759000000000,0,0,0,0,15.0,0,1,0
73064,1493651759000000000,0,0,0,0,10.4,0,1,0
73065,1493651759000000000,0,0,0,0,170.16,0,1,0
73066,1493651759000000000,0,0,0,0,0.76,0,1,0
73067,1493651759000000000,0,0,0,0,26.43,0,1,0
73068,1493651760000000000,0,0,0,0,75.0,0,1,0
73069,1493651762000000000,0,0,0,0,16.7,0,1,0
73070,1493651763000000000,0,0,0,0,63.42,0,1,0
73071,1493651763000000000,0,0,0,0,32.95,0,1,0
73072,1493651763000000000,0,0,0,0,36.24,0,1,0
73073,1493651764000000000,0,0,0,0,1.0,0,1,0
73074,1493651764000000000,0,0,0,0,9.7,0,1,0
73075,1493651764000000000,0,0,0,0,17.78,0,1,0
73076,1493651764000000000,0,0,0,0,12.4,0,1,0
73077,1493651766000000000,0,0,0,0,25.0,0,1,0
73078,1493651766000000000,0,0,0,0,1.0,0,1,0
73079,1493651767000000000,0,0,0,0,11.99,0,1,0
73080,1493651767000000000,0,0,0,0,1897.72,0,1,0
73081,1493651767000000000,0,0,0,0,34.95,0,1,0
73082,1493651768000000000,0,0,0,0,1516.1,0,1,0
73083,1493651768000000000,0,0,0,0,1.46,0,1,0
73084,1493651768000000000,0,0,0,0,13.52,0,1,0
73085,1493651768000000000,0,0,0,0,175.0,0,1,0
73086,1493651769000000000,0,0,0,0,17.47,0,1,0
73087,1493651769000000000,0,0,0,0,12.99,0,1,0
73088,1493651770000000000,0,0,0,0,252.19,0,1,0
73089,1493651773000000000,0,0,0,0,13.57,0,1,0
73090,1493651773000000000,0,0,0,0,115.37,0,1,0
73091,1493651774000000000,0,0,0,0,24.63,0,1,0
73092,1493651774000000000,0,0,0,0,9.46,0,1,0
73093,1493651774000000000,0,0,0,0,0.0,0,1,0
73094,1493651776000000000,0,0,0,0,281.35,0,1,0
73095,1493651776000000000,0,0,0,0,13.98,0,1,0
73096,1493651776000000000,0,0,0,0,19.97,0,1,0
73097,1493651777000000000,0,0,0,0,11.5,0,1,0
73098,1493651777000000000,0,0,0,0,94.98,0,1,0
73099,1493651778000000000,0,0,0,0,53.08,0,1,0
73100,1493651778000000000,0,0,0,0,13.48,0,1,0
73101,1493651778000000000,0,0,0,0,31.46,0,1,0
73102,1493651780000000000,0,0,0,0,0.75,0,1,0
73103,1493651781000000000,0,0,0,0,140.08,0,1,0
73104,1493651781000000000,0,0,0,0,259.23,0,1,0
73105,1493651782000000000,0,0,0,0,0.89,0,1,0
73106,1493651782000000000,0,0,0,0,44.85,0,1,0
73107,1493651783000000000,0,0,0,0,3.84,0,1,0
73108,1493651783000000000,0,0,0,0,1.5,0,1,0
73109,1493651783000000000,0,0,0,0,164.0,0,1,0
73110,1493651784000000000,0,0,0,0,148.76,0,1,0
73111,1493651784000000000,0,0,0,0,18.43,0,1,0
73112,1493651785000000000,0,0,0,0,4.65,0,1,0
73113,1493651785000000000,0,0,0,0,100.37,0,1,0
73114,1493651786000000000,0,0,0,0,0.49,0,1,0
73115,1493651787000000000,0,0,0,0,279.0,0,1,0
73116,1493651787000000000,0,0,0,0,263.48,0,1,0
73117,1493651787000000000,0,0,0,0,7.68,0,1,0
73118,1493651788000000000,0,0,0,0,0.01,0,1,0
73119,1493651788000000000,0,0,0,0,7.61,0,1,0
73120,1493651788000000000,0,0,0,0,43.95,0,1,0
73121,1493651789000000000,0,0,0,0,385.72,0,1,0
73122,1493651789000000000,0,0,0,0,84.0,0,1,0
73123,1493651789000000000,0,0,0,0,1.98,0,1,0
73124,1493651790000000000,0,0,0,0,17.99,0,1,0
73125,1493651791000000000,0,0,0,0,16.99,0,1,0
73126,1493651791000000000,0,0,0,0,32.85,0,1,0
73127,1493651791000000000,0,0,0,0,1.0,0,1,0
73128,1493651791000000000,0,0,0,0,134.87,0,1,0
73129,1493651792000000000,0,0,0,0,50.0,0,1,0
73130,1493651793000000000,0,0,0,0,9.99,0,1,0
73131,1493651793000000000,0,0,0,0,18.0,0,1,0
73132,1493651793000000000,0,0,0,0,22.0,0,1,0
73133,1493651794000000000,0,0,0,0,1378.0,0,1,0
73134,1493651794000000000,0,0,0,0,3728.45,0,1,0
73135,1493651794000000000,0,0,0,0,23.0,0,1,0
73136,1493651795000000000,0,0,0,0,17.18,0,1,0
73137,1493651796000000000,0,0,0,0,84.95,0,1,0
73138,1493651797000000000,0,0,0,0,0.31,0,1,0
73139,1493651797000000000,0,0,0,0,179.95,0,1,0
73140,1493651797000000000,0,0,0,0,50.0,0,1,0
73141,1493651798000000000,0,0,0,0,191.16,0,1,0
73142,1493651798000000000,0,0,0,0,2.58,0,1,0
73143,1493651799000000000,0,0,0,0,0.89,0,1,0
73144,1493651799000000000,0,0,0,0,198.0,0,1,0
73145,1493651799000000000,0,0,0,0,10.72,0,1,0
73146,1493651799000000000,0,0,0,0,28.0,0,1,0
73147,1493651800000000000,0,0,0,0,20.5,0,1,0
73148,1493651800000000000,0,0,0,0,1.29,0,1,0
73149,1493651802000000000,0,0,0,0,39.9,0,1,0
73150,1493651802000000000,0,0,0,0,104.78,0,1,0
73151,1493651802000000000,0,0,0,0,8.62,0,1,0
73152,1493651803000000000,0,0,0,0,11.5,0,1,0
73153,1493651803000000000,0,0,0,0,3.56,0,1,0
73154,1493651803000000000,0,0,0,0,279.0,0,1,0
73155,1493651804000000000,0,0,0,0,12.36,0,1,0
73156,1493651804000000000,0,0,0,0,41.36,0,1,0
73157,1493651806000000000,0,0,0,0,156.9,0,1,0
73158,1493651806000000000,0,0,0,0,38.34,0,1,0
73159,1493651806000000000,0,0,0,0,21.5,0,1,0
73160,1493651806000000000,0,0,0,0,102.92,0,1,0
73161,1493651806000000000,0,0,0,0,120.0,0,1,0
73162,1493651806000000000,0,0,0,0,22.82,0,1,0
73163,1493651806000000000,0,0,0,0,104.65,0,1,0
73164,1493651806000000000,0,0,0,0,121.0,0,1,0
73165,1493651807000000000,0,0,0,0,28.49,0,1,0
73166,1493651808000000000,0,0,0,0,12.99,0,1,0
73167,1493651808000000000,0,0,0,0,172.05,0,1,0
73168,1493651809000000000,0,0,0,0,835.0,0,1,0
73169,1493651809000000000,0,0,0,0,208.91,0,1,0
73170,1493651809000000000,0,0,0,0,250.0,0,1,0
73171,1493651811000000000,0,0,0,0,27.83,0,1,0
73172,1493651811000000000,0,0,0,0,0.79,0,1,0
73173,1493651812000000000,0,0,0,0,11.0,0,1,0
73174,1493651812000000000,0,0,0,0,1764.7,0,1,0
73175,1493651813000000000,0,0,0,0,1.98,0,1,0
73176,1493651813000000000,0,0,0,0,69.45,0,1,0
73177,1493651814000000000,0,0,0,0,1.0,0,1,0
73178,1493651815000000000,0,0,0,0,24.0,0,1,0
73179,1493651815000000000,0,0,0,0,835.0,0,1,0
73180,1493651816000000000,0,0,0,0,45.63,0,1,0
73181,1493651817000000000,0,0,0,0,133.07,0,1,0
73182,1493651818000000000,0,0,0,0,0.89,0,1,0
73183,1493651819000000000,0,0,0,0,1.46,0,1,0
73184,1493651819000000000,0,0,0,0,96.0,0,1,0
73185,1493651819000000000,0,0,0,0,1015.93,0,1,0
73186,1493651820000000000,0,0,0,0,18.06,0,1,0
73187,1493651821000000000,0,0,0,0,94.33,0,1,0
73188,1493651821000000000,0,0,0,0,38.18,0,1,0
73189,1493651821000000000,0,0,0,0,127.86,0,1,0
73190,1493651821000000000,0,0,0,0,0.89,0,1,0
73191,1493651822000000000,0,0,0,0,119.88,0,1,0
73192,1493651822000000000,0,0,0,0,40.0,0,1,0
73193,1493651823000000000,0,0,0,0,1.38,0,1,0
73194,1493651824000000000,0,0,0,0,113.62,0,1,0
73195,1493651824000000000,0,0,0,0,430.99,0,1,0
73196,1493651824000000000,0,0,0,0,1.78,0,1,0
73197,1493651825000000000,0,0,0,0,758.3,0,1,0
73198,1493651826000000000,0,0,0,0,271.18,0,1,0
73199,1493651826000000000,0,0,0,0,204.0,0,1,0
73200,1493651827000000000,0,0,0,0,372.63,0,1,0
73201,1493651827000000000,0,0,0,0,60.0,0,1,0
73202,1493651827000000000,0,0,0,0,0.81,0,1,0
73203,1493651827000000000,0,0,0,0,1.29,0,1,0
73204,1493651828000000000,0,0,0,0,300.0,0,1,0
73205,1493651828000000000,0,0,0,0,19.95,0,1,0
73206,1493651828000000000,0,0,0,0,2.0,0,1,0
73207,1493651828000000000,0,0,0,0,0.76,0,1,0
73208,1493651829000000000,0,0,0,0,1.89,0,1,0
73209,1493651830000000000,0,0,0,0,59.0,0,1,0
73210,1493651830000000000,0,0,0,0,11.5,0,1,0
73211,1493651830000000000,0,0,0,0,4.49,0,1,0
73212,1493651831000000000,0,0,0,0,1.68,0,1,0
73213,1493651831000000000,0,0,0,0,0.0,0,1,0
73214,1493651832000000000,0,0,0,0,162.0,0,1,0
73215,1493651832000000000,0,0,0,0,78.0,0,1,0
73216,1493651833000000000,0,0,0,0,48.0,0,1,0
73217,1493651834000000000,0,0,0,0,40.28,0,1,0
73218,1493651835000000000,0,0,0,0,46.13,0,1,0
73219,1493651835000000000,0,0,0,0,39.95,0,1,0
73220,1493651836000000000,0,0,0,0,8.52,0,1,0
73221,1493651837000000000,0,0,0,0,55.85,0,1,0
73222,1493651837000000000,0,0,0,0,60.79,0,1,0
73223,1493651837000000000,0,0,0,0,12.99,0,1,0
73224,1493651838000000000,0,0,0,0,8.0,0,1,0
73225,1493651839000000000,0,0,0,0,104.55,0,1,0
73226,1493651840000000000,0,0,0,0,28.96,0,1,0
73227,1493651840000000000,0,0,0,0,45.0,0,1,0
73228,1493651841000000000,0,0,0,0,1.0,0,1,0
73229,1493651841000000000,0,0,0,0,4.0,0,1,0
73230,1493651841000000000,0,0,0,0,17.99,0,1,0
73231,1493651842000000000,0,0,0,0,20.83,0,1,0
73232,1493651842000000000,0,0,0,0,13.57,0,1,0
73233,1493651842000000000,0,0,0,0,12.27,0,1,0
73234,1493651843000000000,0,0,0,0,41.54,0,1,0
73235,1493651843000000000,0,0,0,0,2.0,0,1,0
73236,1493651843000000000,0,0,0,0,198.0,0,1,0
73237,1493651843000000000,0,0,0,0,41.87,0,1,0
73238,1493651844000000000,0,0,0,0,7.49,0,1,0
73239,1493651844000000000,0,0,0,0,20.0,0,1,0
73240,1493651845000000000,0,0,0,0,250.0,0,1,0
73241,1493651845000000000,0,0,0,0,603.33,0,1,0
73242,1493651846000000000,0,0,0,0,23.0,0,1,0
73243,1493651847000000000,0,0,0,0,190.0,0,1,0
73244,1493651848000000000,0,0,0,0,9.99,0,1,0
73245,1493651848000000000,0,0,0,0,596.4,0,1,0
73246,1493651849000000000,0,0,0,0,3.91,0,1,0
73247,1493651849000000000,0,0,0,0,3.59,0,1,0
73248,1493651849000000000,0,0,0,0,46.55,0,1,0
73249,1493651850000000000,0,0,0,0,29.99,0,1,0
73250,1493651850000000000,0,0,0,0,11.5,0,1,0
73251,1493651851000000000,0,0,0,0,1022.4,0,1,0
73252,1493651852000000000,0,0,0,0,15.0,0,1,0
73253,1493651854000000000,0,0,0,0,17.99,0,1,0
73254,1493651854000000000,0,0,0,0,12.31,0,1,0
73255,1493651854000000000,0,0,0,0,793.23,0,1,0
73256,1493651855000000000,0,0,0,0,522.98,0,1,0
73257,1493651855000000000,0,0,0,0,30.0,0,1,0
73258,1493651855000000000,0,0,0,0,669.0,0,1,0
73259,1493651856000000000,0,0,0,0,12.99,0,1,0
73260,1493651856000000000,0,0,0,0,19.95,0,1,0
73261,1493651856000000000,0,0,0,0,80.92,0,1,0
73262,1493651857000000000,0,0,0,0,168.2,0,1,0
73263,1493651857000000000,0,0,0,0,1.98,0,1,0
73264,1493651859000000000,0,0,0,0,1.98,0,1,0
73265,1493651859000000000,0,0,0,0,80.0,0,1,0
73266,1493651859000000000,0,0,0,0,18.14,0,1,0
73267,1493651860000000000,0,0,0,0,43.0,0,1,0
73268,1493651860000000000,0,0,0,0,1.48,0,1,0
73269,1493651861000000000,0,0,0,0,134.42,0,1,0
73270,1493651861000000000,0,0,0,0,0.89,0,1,0
73271,1493651862000000000,0,0,0,0,100.0,0,1,0
73272,1493651864000000000,0,0,0,0,335.0,0,1,0
73273,1493651864000000000,0,0,0,0,2.75,0,1,0
73274,1493651864000000000,0,0,0,0,138.0,0,1,0
73275,1493651864000000000,0,0,0,0,49.99,0,1,0
73276,1493651866000000000,0,0,0,0,2.69,0,1,0
73277,1493651866000000000,0,0,0,0,39.19,0,1,0
73278,1493651866000000000,0,0,0,0,60.5,0,1,0
73279,1493651867000000000,0,0,0,0,15.0,0,1,0
73280,1493651867000000000,0,0,0,0,355.0,0,1,0
73281,1493651867000000000,0,0,0,0,49.0,0,1,0
73282,1493651867000000000,0,0,0,0,1.0,0,1,0
73283,1493651867000000000,0,0,0,0,4.54,0,1,0
73284,1493651868000000000,0,0,0,0,5.99,0,1,0
73285,1493651868000000000,0,0,0,0,23.0,0,1,0
73286,1493651869000000000,0,0,0,0,162.7,0,1,0
73287,1493651869000000000,0,0,0,0,423.7,0,1,0
73288,1493651869000000000,0,0,0,0,15.99,0,1,0
73289,1493651870000000000,0,0,0,0,23.02,0,1,0
73290,1493651870000000000,0,0,0,0,27.81,0,1,0
73291,1493651870000000000,0,0,0,0,346.12,0,1,0
73292,1493651871000000000,0,0,0,0,4.48,0,1,0
73293,1493651871000000000,0,0,0,0,1.43,0,1,0
73294,1493651873000000000,0,0,0,0,43.0,0,1,0
73295,1493651873000000000,0,0,0,0,20.32,0,1,0
73296,1493651874000000000,0,0,0,0,71.0,0,1,0
73297,1493651874000000000,0,0,0,0,0.76,0,1,0
73298,1493651875000000000,0,0,0,0,1.0,0,1,0
73299,1493651875000000000,0,0,0,0,79.99,0,1,0
73300,1493651875000000000,0,0,0,0,9.87,0,1,0
73301,1493651876000000000,0,0,0,0,2500.0,0,1,0
73302,1493651877000000000,0,0,0,0,356.9,0,1,0
73303,1493651877000000000,0,0,0,0,52.9,0,1,0
73304,1493651878000000000,0,0,0,0,339.0,0,1,0
73305,1493651878000000000,0,0,0,0,204.4,0,1,0
73306,1493651878000000000,0,0,0,0,2.69,0,1,0
73307,1493651879000000000,0,0,0,0,1.98,0,1,0
73308,1493651879000000000,0,0,0,0,34.99,0,1,0
73309,1493651880000000000,0,0,0,0,23.4,0,1,0
73310,1493651881000000000,0,0,0,0,25.7,0,1,0
73311,1493651881000000000,0,0,0,0,128.24,0,1,0
73312,1493651881000000000,0,0,0,0,5.49,0,1,0
73313,1493651882000000000,0,0,0,0,1.0,0,1,0
73314,1493651882000000000,0,0,0,0,27.83,0,1,0
73315,1493651882000000000,0,0,0,0,7.01,0,1,0
73316,1493651882000000000,0,0,0,0,0.81,0,1,0
73317,1493651882000000000,0,0,0,0,121.55,0,1,0
73318,1493651882000000000,0,0,0,0,1.29,0,1,0
73319,1493651883000000000,0,0,0,0,25.56,0,1,0
73320,1493651883000000000,0,0,0,0,0.32,0,1,0
73321,1493651883000000000,0,0,0,0,1.15,0,1,0
73322,1493651883000000000,0,0,0,0,18.96,0,1,0
73323,1493651884000000000,0,0,0,0,16.99,0,1,0
73324,1493651884000000000,0,0,0,0,34.6,0,1,0
73325,1493651884000000000,0,0,0,0,94.07,0,1,0
73326,1493651885000000000,0,0,0,0,1.18,0,1,0
73327,1493651885000000000,0,0,0,0,1.0,0,1,0
73328,1493651886000000000,0,0,0,0,90.0,0,1,0
73329,1493651886000000000,0,0,0,0,47.27,0,1,0
73330,1493651886000000000,0,0,0,0,0.76,0,1,0
73331,1493651887000000000,0,0,0,0,9.68,0,1,0
73332,1493651887000000000,0,0,0,0,103.7,0,1,0
73333,1493651887000000000,0,0,0,0,85.93,0,1,0
73334,1493651887000000000,0,0,0,0,33.92,0,1,0
73335,1493651887000000000,0,0,0,0,35.97,0,1,0
73336,1493651889000000000,0,0,0,0,87.49,0,1,0
73337,1493651889000000000,0,0,0,0,37.92,0,1,0
73338,1493651889000000000,0,0,0,0,20.0,0,1,0
73339,1493651890000000000,0,0,0,0,139.58,0,1,0
73340,1493651890000000000,0,0,0,0,13.7,0,1,0
73341,1493651890000000000,0,0,0,0,65.45,0,1,0
73342,1493651891000000000,0,0,0,0,3.84,0,1,0
73343,1493651892000000000,0,0,0,0,35.97,0,1,0
73344,1493651892000000000,0,0,0,0,564.22,0,1,0
73345,1493651893000000000,0,0,0,0,34.95,0,1,0
73346,1493651894000000000,0,0,0,0,9.99,0,1,0
73347,1493651894000000000,0,0,0,0,83.5,0,1,0
73348,1493651894000000000,0,0,0,0,129.01,0,1,0
73349,1493651895000000000,0,0,0,0,317.5,0,1,0
73350,1493651895000000000,0,0,0,0,7.58,0,1,0
73351,1493651896000000000,0,0,0,0,32.67,0,1,0
73352,1493651896000000000,0,0,0,0,23.0,0,1,0
73353,1493651896000000000,0,0,0,0,350.4,0,1,0
73354,1493651897000000000,0,0,0,0,766.77,0,1,0
73355,1493651898000000000,0,0,0,0,21.83,0,1,0
73356,1493651898000000000,0,0,0,0,19.99,0,1,0
73357,1493651898000000000,0,0,0,0,12.9,0,1,0
73358,1493651898000000000,0,0,0,0,20.0,0,1,0
73359,1493651899000000000,0,0,0,0,1.99,0,1,0
73360,1493651899000000000,0,0,0,0,4.0,0,1,0
73361,1493651899000000000,0,0,0,0,1.0,0,1,0
73362,1493651900000000000,0,0,0,0,67.7,0,1,0
73363,1493651900000000000,0,0,0,0,4.58,0,1,0
73364,1493651900000000000,0,0,0,0,4.49,0,1,0
73365,1493651901000000000,0,0,0,0,512.0,0,1,0
73366,1493651901000000000,0,0,0,0,1.0,0,1,0
73367,1493651903000000000,0,0,0,0,312.49,0,1,0
73368,1493651903000000000,0,0,0,0,54.99,0,1,0
73369,1493651904000000000,0,0,0,0,30.4,0,1,0
73370,1493651905000000000,0,0,0,0,119.0,0,1,0
73371,1493651905000000000,0,0,0,0,22.71,0,1,0
73372,1493651905000000000,0,0,0,0,5.07,0,1,0
73373,1493651905000000000,0,0,0,0,6.26,0,1,0
73374,1493651906000000000,0,0,0,0,16.35,0,1,0
73375,1493651906000000000,0,0,0,0,322.34,0,1,0
73376,1493651907000000000,0,0,0,0,368.9,0,1,0
73377,1493651907000000000,0,0,0,0,11.83,0,1,0
73378,1493651908000000000,0,0,0,0,29.9,0,1,0
73379,1493651909000000000,0,0,0,0,791.54,0,1,0
73380,1493651910000000000,0,0,0,0,5.48,0,1,0
73381,1493651910000000000,0,0,0,0,1.98,0,1,0
73382,1493651911000000000,0,0,0,0,113.08,0,1,0
73383,1493651912000000000,0,0,0,0,9.8,0,1,0
73384,1493651913000000000,0,0,0,0,17.5,0,1,0
73385,1493651913000000000,0,0,0,0,54.15,0,1,0
73386,1493651913000000000,0,0,0,0,9.99,0,1,0
73387,1493651913000000000,0,0,0,0,20.7,0,1,0
73388,1493651914000000000,0,0,0,0,193.0,0,1,0
73389,1493651915000000000,0,0,0,0,39.8,0,1,0
73390,1493651915000000000,0,0,0,0,27.95,0,1,0
73391,1493651916000000000,0,0,0,0,53.87,0,1,0
73392,1493651917000000000,0,0,0,0,23.22,0,1,0
73393,1493651917000000000,0,0,0,0,27.83,0,1,0
73394,1493651917000000000,0,0,0,0,99.0,0,1,0
73395,1493651917000000000,0,0,0,0,28.14,0,1,0
73396,1493651919000000000,0,0,0,0,200.89,0,1,0
73397,1493651920000000000,0,0,0,0,23.29,0,1,0
73398,1493651920000000000,0,0,0,0,225.0,0,1,0
73399,1493651921000000000,0,0,0,0,9.99,0,1,0
73400,1493651921000000000,0,0,0,0,121.0,0,1,0
73401,1493651921000000000,0,0,0,0,7.12,0,1,0
73402,1493651921000000000,0,0,0,0,13.95,0,1,0
73403,1493651922000000000,0,0,0,0,2.95,0,1,0
73404,1493651922000000000,0,0,0,0,1.0,0,1,0
73405,1493651922000000000,0,0,0,0,13.08,0,1,0
73406,1493651922000000000,0,0,0,0,144.0,0,1,0
73407,1493651924000000000,0,0,0,0,1.98,0,1,0
73408,1493651924000000000,0,0,0,0,39.95,0,1,0
73409,1493651924000000000,0,0,0,0,99.35,0,1,0
73410,1493651925000000000,0,0,0,0,17.99,0,1,0
73411,1493651925000000000,0,0,0,0,15.0,0,1,0
73412,1493651925000000000,0,0,0,0,58.15,0,1,0
73413,1493651926000000000,0,0,0,0,39.74,0,1,0
73414,1493651926000000000,0,0,0,0,1.0,0,1,0
73415,1493651926000000000,0,0,0,0,1.0,0,1,0
73416,1493651926000000000,0,0,0,0,136.92,0,1,0
73417,1493651927000000000,0,0,0,0,15.0,0,1,0
73418,1493651927000000000,0,0,0,0,1.0,0,1,0
73419,1493651928000000000,0,0,0,0,5.99,0,1,0
73420,1493651928000000000,0,0,0,0,29.99,0,1,0
73421,1493651928000000000,0,0,0,0,1233.56,0,1,0
73422,1493651929000000000,0,0,0,0,244.5,0,1,0
73423,1493651929000000000,0,0,0,0,1.29,0,1,0
73424,1493651929000000000,0,0,0,0,27.83,0,1,0
73425,1493651930000000000,0,0,0,0,133.7,0,1,0
73426,1493651930000000000,0,0,0,0,201.6,0,1,0
73427,1493651930000000000,0,0,0,0,0.89,0,1,0
73428,1493651931000000000,0,0,0,0,4.8,0,1,0
73429,1493651932000000000,0,0,0,0,146.0,0,1,0
73430,1493651932000000000,0,0,0,0,1.39,0,1,0
73431,1493651932000000000,0,0,0,0,254.98,0,1,0
73432,1493651933000000000,0,0,0,0,7.95,0,1,0
73433,1493651933000000000,0,0,0,0,177.98,0,1,0
73434,1493651933000000000,0,0,0,0,51.0,0,1,0
73435,1493651933000000000,0,0,0,0,25.9,0,1,0
73436,1493651934000000000,0,0,0,0,289.8,0,1,0
73437,1493651935000000000,0,0,0,0,9.99,0,1,0
73438,1493651935000000000,0,0,0,0,108.1,0,1,0
73439,1493651935000000000,0,0,0,0,180.0,0,1,0
73440,1493651935000000000,0,0,0,0,445.25,0,1,0
73441,1493651936000000000,0,0,0,0,130.9,0,1,0
73442,1493651936000000000,0,0,0,0,602.34,0,1,0
73443,1493651936000000000,0,0,0,0,49.0,0,1,0
73444,1493651937000000000,0,0,0,0,450.0,0,1,0
73445,1493651937000000000,0,0,0,0,0.76,0,1,0
73446,1493651938000000000,0,0,0,0,276.94,0,1,0
73447,1493651938000000000,0,0,0,0,84.65,0,1,0
73448,1493651939000000000,0,0,0,0,79.95,0,1,0
73449,1493651939000000000,0,0,0,0,531.6,0,1,0
73450,1493651940000000000,0,0,0,0,15.0,0,1,0
73451,1493651940000000000,0,0,0,0,1.0,0,1,0
73452,1493651940000000000,0,0,0,0,152.65,0,1,0
73453,1493651941000000000,0,0,0,0,7.83,0,1,0
73454,1493651942000000000,0,0,0,0,164.0,0,1,0
73455,1493651942000000000,0,0,0,0,191.03,0,1,0
73456,1493651942000000000,0,0,0,0,167.34,0,1,0
73457,1493651943000000000,0,0,0,0,8.99,0,1,0
73458,1493651944000000000,0,0,0,0,10.0,0,1,0
73459,1493651944000000000,0,0,0,0,0.3,0,1,0
73460,1493651945000000000,0,0,0,0,42.9,0,1,0
73461,1493651945000000000,0,0,0,0,30.0,0,1,0
73462,1493651945000000000,0,0,0,0,19.63,0,1,0
73463,1493651946000000000,0,0,0,0,13.16,0,1,0
73464,1493651948000000000,0,0,0,0,88.0,0,1,0
73465,1493651948000000000,0,0,0,0,0.77,0,1,0
73466,1493651948000000000,0,0,0,0,43.0,0,1,0
73467,1493651949000000000,0,0,0,0,15.0,0,1,0
73468,1493651949000000000,0,0,0,0,33.9,0,1,0
73469,1493651949000000000,0,0,0,0,48.27,0,1,0
73470,1493651949000000000,0,0,0,0,2.39,0,1,0
73471,1493651950000000000,0,0,0,0,1.0,0,1,0
73472,1493651950000000000,0,0,0,0,179.0,0,1,0
73473,1493651950000000000,0,0,0,0,7.49,0,1,0
73474,1493651951000000000,0,0,0,0,146.82,0,1,0
73475,1493651951000000000,0,0,0,0,92.75,0,1,0
73476,1493651951000000000,0,0,0,0,22.85,0,1,0
73477,1493651951000000000,0,0,0,0,49.99,0,1,0
73478,1493651952000000000,0,0,0,0,133.5,0,1,0
73479,1493651953000000000,0,0,0,0,16.43,0,1,0
73480,1493651953000000000,0,0,0,0,10.7,0,1,0
73481,1493651953000000000,0,0,0,0,59.0,0,1,0
73482,1493651954000000000,0,0,0,0,470.22,0,1,0
73483,1493651954000000000,0,0,0,0,26.99,0,1,0
73484,1493651954000000000,0,0,0,0,9.46,0,1,0
73485,1493651955000000000,0,0,0,0,33.34,0,1,0
73486,1493651956000000000,0,0,0,0,50.0,0,1,0
73487,1493651956000000000,0,0,0,0,28.99,0,1,0
73488,1493651956000000000,0,0,0,0,4.91,0,1,0
73489,1493651957000000000,0,0,0,0,428.0,0,1,0
73490,1493651957000000000,0,0,0,0,0.77,0,1,0
73491,1493651958000000000,0,0,0,0,321.22,0,1,0
73492,1493651958000000000,0,0,0,0,89.5,0,1,0
73493,1493651958000000000,0,0,0,0,30.0,0,1,0
